@RELATION 'trained-WDBC-mlp-s-112'

@Attribute id string
@Attribute trainedwdbcmlps112neuron0 numeric
@Attribute trainedwdbcmlps112neuron1 numeric
@Attribute trainedwdbcmlps112neuron2 numeric
@Attribute trainedwdbcmlps112neuron3 numeric
@Attribute trainedwdbcmlps112neuron4 numeric
@Attribute trainedwdbcmlps112neuron5 numeric
@Attribute trainedwdbcmlps112neuron6 numeric
@Attribute trainedwdbcmlps112neuron7 numeric
@Attribute trainedwdbcmlps112neuron8 numeric
@Attribute trainedwdbcmlps112neuron9 numeric
@Attribute trainedwdbcmlps112neuron10 numeric
@Attribute trainedwdbcmlps112neuron11 numeric
@Attribute trainedwdbcmlps112neuron12 numeric
@Attribute trainedwdbcmlps112neuron13 numeric
@Attribute trainedwdbcmlps112neuron14 numeric
@Attribute trainedwdbcmlps112neuron15 numeric
@Attribute trainedwdbcmlps112neuron16 numeric
@Attribute trainedwdbcmlps112neuron17 numeric
@Attribute trainedwdbcmlps112neuron18 numeric
@Attribute trainedwdbcmlps112neuron19 numeric
@Attribute trainedwdbcmlps112neuron20 numeric
@Attribute trainedwdbcmlps112neuron21 numeric
@Attribute trainedwdbcmlps112neuron22 numeric
@Attribute trainedwdbcmlps112neuron23 numeric
@Attribute trainedwdbcmlps112neuron24 numeric
@Attribute trainedwdbcmlps112neuron25 numeric
@Attribute trainedwdbcmlps112neuron26 numeric
@Attribute trainedwdbcmlps112neuron27 numeric
@Attribute trainedwdbcmlps112neuron28 numeric
@Attribute trainedwdbcmlps112neuron29 numeric
@Attribute trainedwdbcmlps112neuron30 numeric
@Attribute trainedwdbcmlps112neuron31 numeric

@Data
'0',0.0,2.369474411010742,0.0,0.0,2.1208994388580322,0.4868670105934143,5.053922653198242,0.0,0.0,7.570858478546143,0.0,3.631950855255127,0.033112507313489914,0.0,0.0,0.0,0.0,0.0,0.0,2.743210554122925,0.0,0.0,0.7127728462219238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'1',0.0,0.0,0.0,0.0,3.3875067234039307,6.112151622772217,23.17235565185547,0.340320885181427,0.0,32.03522491455078,0.0,18.23800277709961,5.280105113983154,0.0,0.0,0.0,0.0,0.0,0.0,8.735301971435547,0.0,0.0,0.0,0.0,0.0,0.0,2.1250946521759033,0.0,0.0,0.0,0.0,0.0
'2',0.0,0.0,0.0,0.0,9.427706718444824,3.060974359512329,20.194223403930664,0.0,0.0,16.0291748046875,0.0,15.330493927001953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.996236801147461,0.0,0.0,3.435995578765869,0.0,0.0,0.0,3.735649347305298,0.0,1.2168307304382324,0.0,0.0,0.0
'3',1.4294334650039673,2.072915554046631,0.0,0.0,4.433446884155273,2.610341787338257,9.501392364501953,0.09580487012863159,0.0,13.248064041137695,0.0,8.064777374267578,5.596912384033203,0.0,0.0,0.0,0.0,0.0,0.0,2.4072210788726807,0.0,0.0,0.06941646337509155,0.0,0.0,0.0,2.4241855144500732,0.0,0.0,0.0,0.0,0.0
'4',0.0,0.0,0.0,0.0,1.350203275680542,2.367622137069702,13.099538803100586,0.0,0.0,19.029598236083984,0.0,10.50093936920166,0.7764817476272583,0.0,0.0,0.0,0.0,0.0,0.0,6.17661190032959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'5',0.0,0.0,0.0,0.0,3.230628252029419,1.1183518171310425,8.075895309448242,0.0,0.0,7.578984260559082,0.0,6.179813385009766,0.06475268304347992,0.0,0.0,0.0,0.0,0.0,0.0,3.667400598526001,0.0,0.0,1.4254206418991089,0.0,0.0,0.0,1.875469446182251,0.0,0.1046377569437027,0.0,0.0,0.0
'6',0.2870771586894989,1.3426709175109863,0.0,1.0846574306488037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36267611384391785,0.0,0.0,0.0,4.880901336669922,0.0,0.18771111965179443,0.0,0.0,1.5553669929504395,0.0,0.0,0.0,0.0,0.0,1.0719300508499146
'7',0.0,0.0,0.0,0.0,6.301455974578857,4.004327774047852,18.257152557373047,0.0,0.0,24.930639266967773,0.0,15.173724174499512,6.3793840408325195,0.0,0.0,0.0,0.0,0.0,0.0,7.133824825286865,0.0,0.0,0.0,0.0,0.0,0.0,2.6267011165618896,0.0,0.0,0.0,0.0,0.0
'8',0.0,0.0,0.0,22.42059898376465,1.130654215812683,2.4050536155700684,0.0,0.0,2.9173128604888916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.378850936889648,0.0,0.0,0.0,54.535797119140625,0.0,1.1425203084945679,10.203790664672852,0.0,13.05199909210205,0.0,0.0,0.0,0.0,4.955521583557129,0.0
'9',0.0,1.1054787635803223,0.0,23.295391082763672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2521440982818604,0.9808946847915649,0.0,10.320365905761719,0.0,0.0,0.0,47.70263671875,0.0,0.5965009927749634,11.142066955566406,0.0,13.10956859588623,0.9359858632087708,0.0,0.0,3.890981674194336,0.04498225450515747,0.415444552898407
